"publishedDate","lang","publishedPlatform","title","locationId","travelDate","tripType","rating","text"
"2023-04-12","en","OTHER","Tasty, delicious pizza with gorgonzola.","23890224","2022-12","SOLO","5","Tasty, delicious pizza with gorgonzola, good atmosphere and decorations, nice location. Will definitely come again."
"2022-11-05","ru","MOBILE","Вкусная пицца.","23890224","2022-11","FRIENDS","4","Нравиться то что здесь действительно умеют готовить пиццу. 
Обидно что никто не следит и не контролирует сервис в заведении. Постоянно грязные столы, летают мошки.
От этого и пицца становиться менее вкусной.

Классный продукт, поэтому хотелось бы чтобы обратили внимание…. Хочется чтобы и дальше оставалось место где действительно вкусный продукт."
"2022-11-03","it","MOBILE","Buona ma troppo lunga l'attesa ","23890224","2022-11","SOLO","3","48 minuti di attesa per una pizza. Buona per carità, ma l'attesa è ingiustificabile. Locale semivuoto, si dava la precedenza agli ordini con consegna a domicilio. Peccato."
"2022-10-18","en","OTHER","Best Pizza in town","23890224","2022-09","NONE","5","I am surprised that no more people talk about this pizzeria.
Maybe they want to kept a secret.
But they only have pizza but at a reasonable price for the size and the amount of topping is more than generous.
The prices for the drinks are so low you think they have no profit.
In summer they have a small terrace ."
"2022-09-19","en","OTHER","The best italian pizza in Chisinau","23890224","2022-09","FAMILY","5","Most delicious pizza I've eaten. I can eat this pizza every day, I am addicted :).  You don't have wait going to Italy serving a good pizza, you will find it here. 
The deserts are also very good, especially that with macadamia nuts."
"2022-08-27","en","MOBILE","Best pizza in moldova","23890224","2022-08","COUPLES","5","The absolute best pizza in town, very authentic and good and it makes you feel like you’re in Italy. So do yourself a favour and go give it a try."
"2022-02-19","en","OTHER","My favorite pizza place in Chisinau.","23890224","2022-02","NONE","5","This is my wife's favorite pizza place in Chisinau.
I can tell that pizza is similar like the Italian one.
I recommend this place 100%"
"2022-02-18","en","MOBILE","Best Pizza in Chisinau","23890224","2022-02","FRIENDS","5","Best Pizza 🍕 in the city ! Affordable price, nice staff, pizza made with love.There is also a possibility to take it away. "
"2019-08-29","en","MOBILE","Good food","3643106","2019-08","FAMILY","3","+ Delicious Armenian food
   Open 24/7 
   Nice location
_ Very slow service
   Menu does not have ingredients neither    calories

Give it a try...

   
   "
"2019-08-27","en","OTHER","Nice place","3643106","2019-08","NONE","4","Place is nice and elegant, in a nice area of Chisinau, food is a mix of Georgian, Armenian and international food and it's pretty good, wine list maybe too short, as well beer list, but overall very good place."
"2019-07-27","en","OTHER","Khachapuri in Chisinau","3643106","2019-07","SOLO","4","Come for the khachapuri (and find out too much about how many calories each contains). Nice terrace and near the Valea Morilor park."
"2019-07-04","en","MOBILE","Wine and cozy place","3643106","2019-07","FRIENDS","4","Good food
Good desert
Good tandır
Nice looking, nice terrace
Will come back 
Pasta is so so
Duck 👍
Seafood 👍
Pineapple ravioli 👍
"
"2019-06-25","fr","MOBILE","Correct sans plus ","3643106","2019-06","BUSINESS","4","L’endroit est sympa mais sans plus. On sent qu’on cherche un concept mais c’est loin d’être abouti. Pourquoi pax une note moyenne ? Parce que c’est sympa, que le personnel est attentionné et que c’est bon. Pa. Exceptionnel mais bon. Pax le meilleur rapport qualité prix de Chisinau évidement. "
"2019-06-20","de","MOBILE","Angenehm überrascht ","3643106","2019-06","BUSINESS","5","Schöne Location. Vor allem hat mich die separate vegetarische Karte überrascht. Die Auswahl war sehr gut, die Gerichte lecker. Kompetentes Personal in gepflegter und schicker Uniform. Gerne wieder. "
"2019-06-18","en","MOBILE","Up-Market But What No Beer?","3643106","2019-06","SOLO","2","This place looks really up- market and swanky with plenty of servers.  Despite this it took a long time for any server to come across - I think they were waiting for their good English speaker to become available.  Disappointingly they did not have the food items I wanted and to add insult to injury they had no beer on draught as offered in the menu.  Bye Bye!  Time to go!  The menu looked interesting, if rather expensive compared to other places I’d been in in Chişinău, if the menu represents what they have available. "
"2019-05-24","it","OTHER","Uno dei migliori a Chisinau","3643106","2019-05","BUSINESS","5","Siamo stati portati qui per business. Ci siamo trovati molto bene e mangiato benissimo. Ottimo il servizio. Da consigliare carne alla brace, la loro specialità...il wifi è gratis, bellissimo posto con tanti tavoli all'aperto per l'estate. Tutto perfetto."
"2019-05-20","ru","OTHER","Отличное место для хорошего вечера","3643106","2019-04","FRIENDS","4","Отличное тихое место в центре Кишинева. 
Что отдельно хотел бы выделить:

- Хорошая кухня (мясо это отдельная тема)
- Богатая винная и коктейльная карта 
- Хорошие кальяны
- Относительно спокойное место
- Есть летняя терраса

Цены выше среднего, но поверьте - оно того стоит"
"2019-04-30","ru","MOBILE","Вечером ","3643106","2019-04","FAMILY","5","Шикарная обстановка. Внимательные официанты. Вкусные блюда. Демократичный счёт. Разнообразное меню. Отличное настроение. Спасибо, Дмитрий"
"2019-02-04","en","OTHER","Great service and great food!","3643106","2019-02","FRIENDS","5","We have been here quite often since it's close to our place (a walk up from Lacul Valea Morilor) and all of the food has been amazing. They have great grilled meat, salads, and fish. They also have a nice kids menu. The service staff is always so nice and accommodating for families. We also recently went there for a private birthday party and they did a fantastic job with the food and service."
"2019-01-17","ru","OTHER","Хорошая восточная кухня и отличное обслуживание","3643106","2019-01","FAMILY","5","Одно из ""модных"" заведений кишинева, хотя находится чуть в стороне от центра, ближе к парковой зоне.
Уровень цен выше среднего для города, публика соответствующая, видно по парковке машин у заведения :)
Готовят вкусно, очень рекомендую мясные блюда и аджарские хачепури (сыра не жалеют, тесто отличное, лучшее в городе на мой взгляд). Хороший набор вин и фирменных чаев.
За все посещения в течении нескольких лет редко меняются лица официантов, при чем уровень обслуживания остается высокий и при каких либо дополнительных пожелания по нестандартному заказу, всегда стараются помочь.
Зимой рекомендую закрытую терассу с камином на дровах. Уютная атмосфера для ужина."
"2019-01-15","en","OTHER","Nice menu and great location outside the park","3643106","2018-12","NONE","3","Good variety in the menu, great wine list but very poor cocktail program. Service can be quite slow. "
"2019-01-04","it","MOBILE","Scadente, vale poco","3643106","2019-01","FRIENDS","2","Questo ristorante nel centro di Chisinau sempre aperti 24 ore non vale in realtà minimamente le recensioni pubblicate.
Appena arrivati ci siamo stati.
Location pretenziosa ma priva di fondamentali dettagli di stile.
Con il freddo che faceva fuori ci hanno messo in una sala di legno dell'odore strano con il camino spento. 
Cameriere scostante e disattento.
Piatti di carne (ed abbiamo preteso solo vitello) qualitativamente sotto la media.
Ed alla fine conto salato ove, messi i soldi sul tavolo, il cameriere nel frattempo svegliatosi ci ha rimproverato che mancava la mancia...
Così gli abbiamo dato 10 euro.
Si convertira' all'europea educazione? Dubitiamo...."
"2018-11-06","en","MOBILE","Amazing Restaurant","3643106","2018-11","BUSINESS","5","This restaurant is easily the best location in the city to have grilled meats, especially Shashlik.  Wonderful ambiance and atmosphere, and great service.  Prices were absolutely reasonable given the food quality.  This is a must visit place in Chisinau!"
"2018-10-24","en","MOBILE","Good location and terrace, overrated ","3643106","2018-10","FRIENDS","3","Very good location at the edge of the lake park with astonishing cars parked outside the restaurant much above Moldova standard. Inside no special reason for such clientele. Food reasonable but nothing special, service slow, prices higher than should be according to offer. "
"2018-10-22","sv","OTHER","Smart grillrestaurang","3643106","2018-10","FRIENDS","4","La Sarkis är en smart och modernt inredd grillrestaurang. Trevlig personal. Intressant menu och en mycket bra vinlista. Kött är deras specialiteter. Vällagat och gott."
"2018-10-16","es","MOBILE","Sitio correcto y buena comida! ","3643106","2018-10","FAMILY","3","Pillamos un buen día así que comimos en la terraza. El restaurante está al lado de un parque muy bonito así que la ubicación es perfecta. En cuanto a la comida bastante correcto todo. Los entrantes ya los podéis ver en la foto. Nosotros pedimos salmon y quedamos contentos. "
"2018-10-10","en","OTHER","Good Food but Questionable Billing Practices","3643106","2018-09","COUPLES","3","So, the food is very good and the ambience is very nice. The service is okay, a bit on the surly side. Questionable billing practices though - like charging for the lemon in your water that you didn't ask for...seriously?"
"2018-10-10","en","MOBILE","Awful service and attitude","3643106","2018-10","COUPLES","2","The evening was ruined by awful service!! . Waiter repeated our order about drinks ""cappuccino and Americano with milk , okay"" , but he brought us other drinks anyway... We got Americano without milk, and disgusting latte instead of ordered cappuccino. Then we asked him to come after few minutes as we choose the wine, he came in 15+ minutes.... Then, hookah server took our order, and we were waiting 45 minutes, 2 other tables where clients came after us - already got their hookas , but we hadn't. There were not  too many people in the restaurant... We reminded our waiter about our hookah, and only after that we got our hookah in 15 minutes... Clearly that hookah guy just forgot about our order! He came to fix coals of hookah only 1 time after 1 hour when we have already asked for the bill, and he didn't even wait to ask the feedback of the first draw, in all restaurants hookah servers always do that. 
Not to mention that the whole place is very overpriced the attitude of the servers is disgusting."
"2024-09-20","es","MOBILE","Obligado","1089531","2024-09","COUPLES","5","Uno de los pocos restaurantes locales moderno con platos locales . Muy buen precio, se puede comer por unos 8-9€.
Atención correcta y hay wifi.  Sitio agradable para poder probar comida local. Está en el centro de la ciudad cerca de la catedral."
"2024-09-19","en","OTHER","Impressive solyanka and cherry placinte","1089531","2024-09","SOLO","5","Impressive Solyanka, served with a separate hot chili pepper and sour cream. Balanced taste, good cooking.

Also the cherry placinte (desert) is the hit and must-have"
"2024-09-18","en","OTHER","Rude staff","1089531","2024-09","FAMILY","2","Food is tasty but staff is very rude. Worth to try if u want traditional food. Otherwise avoid this place. There is better ones in"
"2024-09-12","en","OTHER","LOVELY PLACE AND HEALTHY TRADITIONAL CUISINE","1089531","2024-09","SOLO","5","It's the best gastronomic experience I've had in Chisinau! Attentive, kind and professional staff, fast delivery service at hotel and very lovely traditional atmosphere accompanied with national music. Greatly recommended!!!"
"2024-09-11","ru","MOBILE","Последний визит был просто ужасен.","1089531","2024-09","COUPLES","3","«La Plăcinte», в целом является неплохим заведением традиционной молдавской кухни. Но настоятельно не рекомендую заказывать стейк из свиной рульки с картофелем. Это ужасное блюдо, приготовленное из ужасных продуктов. В остальном рекомендую."
"2024-09-10","it","OTHER","Il nostro posto preferito","1089531","2024-09","COUPLES","5","Abbiamo girato un po' di ristoranti e abbiamo capito che la placinta lo sarà il nostro preferito.la prima cosa;locale è pulito, accogliente, moderno!cibo ottimo 👍🏼 buonissimo tutto e tutte le volte che ci siamo andati era sempre al altezza! servizio giusto(i camerieri sono presenti ma non noisi)
Ci piace ci piace ci piace!
SUPER CONSIGLIATO!!!"
"2024-08-07","en","OTHER","A nice restaurant","1089531","2024-08","FRIENDS","5","It was a very nice and with very good restaurant.  I heard about this restaurant before, but I could not imagine that the food was so delicious. I recommand you to go there and try their food!"
"2024-07-08","it","MOBILE","OTTIMO RISTORANTE ","1089531","2024-05","FAMILY","5","Ottimo ristorante e ottimi i piatti! 

Meravigliosi gli arredi.

Siamo stati in diverse sedi della catena sparse per la città

Prezzo buono

Le plăcinte sono buone! "
"2024-06-01","en","MOBILE","Amazing and delicious","1089531","2024-06","FAMILY","5","I have ordered very late, the woman who answered my call was very nice to still send my order to the hotel. The food arrived under 1 hour, warm and delicious. La Plăcinte is a must try when visiting Chisinau."
"2024-05-13","en","OTHER","Great value Moldovan specialties","1089531","2024-04","COUPLES","5","Great value place to try Moldovan specialities. Extensive menu with lots of interesting dishes. Opens late, so ideal for food after a night out."
"2024-04-28","de","MOBILE","Sehr zu empfehlen!!!","1089531","2024-04","COUPLES","5","Leckeres einheimisches  Essen, sehr freundliche Bedienung, gute Portionen und gute Preisleistung.
Die traditionelle Einrichtung hat viel Geschmack"
"2024-04-27","en","MOBILE","Beef or lamb?","1089531","2024-04","SOLO","3","The restaurant is nice, they use fresh and good ingredients. 
My only problem here was they do not have any beef or lamb dishes, which is a big downfall for me since I do not eat pork.
"
"2024-04-14","fr","MOBILE","Excellent dans l’hypercentre","1089531","2024-04","SOLO","5","Ce grand restaurant du centre du centre de Chisinau propose d’excellentes spécialités moldaves à  un prix très modique dans un cadre grand clair propre.
La cuisine moldave , partage avec la cuisine roumaine quasiment les mêmes spécialités et ici elles ont les mêmes saveurs que celles que l’on peut manger dans les familles. 
Service efficace, on se régale !"
"2024-03-15","ru","MOBILE","Вкусная национальная кухня ","1089531","2024-03","COUPLES","5","Вкусно,  дёшево. Быстрое  обслуживание.  Красивый интерьер.  Есть  меню на русском  языке  . Однозначно  рекомендую к посещению. "
"2024-02-12","en","MOBILE","Nice local food","1089531","2024-02","SOLO","4","Very good local Moldovan food in the center of Chișinău with very reasonable prices! Atmosphere not that cozy but it’s a very decent choice!"
"2024-02-05","it","MOBILE","Locale Ottimo","1089531","2024-02","SOLO","5","Locale molto accogliente e molto pulito, il personale molto educato, disponibile e parla inglese, cucina con piatti tipici moldavi, prezzi molto bassi per cittadini UE"
"2023-08-09","en","OTHER","Low service","1089531","2023-08","FAMILY","1","Bad experience at low level...

 I always visited the restaurant ""La Plăcinte"" for our Moldovian cuisine, because they have a varied assortment of delicious dishes.  On 07.08.2023 we had dinner at the restaurant at the address Chisinau Șos. Hâncești, 58 with my family, there were 4 adults people, the order was made at 8:00 p.m., the waitress brought us the dishes one by one, but that was not problem, shocked me  the attitude of the employers when at 10:15 p.m. they turned off the light outside, because we were on the terrace in the terrible hot weather preferring sit outside in the coolness of the evening, and the worst part was that they didn't even warn us that the place was closing.  At 21.50 the waitress who served us approached to us and asked  if we wanted to order anything else, because the kitchen is closing - the kitchen not the restaurant( that mean spending more money to do ordering is OK and after 10 p.m hearing the restaurant is close)we said no, thank you, and aftre at 10.20 p.m. the light goes out on the terrace,  we sit in the dark with two other tables they  were having dinner like us.  We were all quiet, calm, there was no noise so that you could say that's why they turned off the light, we had taken a 1-liter jug ​​of wine for four adults during dinner, so you can understand our state... at the table next to us we ordered  it was brought to them at 9:40 p.m., that means the people didn't even manage to eat normally and we were simply ""run away"" from the table.  The husband asked manager to explain this situation,the waitress told that at this time all the ""managers"" were sleeping, when he asked for the complaint form, they told him that they didn't know where it is and only after the husband replied that his gonna  call  the police then quickly the waitress returned and took the form  where he knew it was... I was shocked with a very bitter hust by the attitude of the staff, in this chapter, Moldovans still have a lot to learn about properly service.  I know, the staff was tired after 12 hours of work,those who don't work don't understand, but if you work in the service field, you really have to know good manners.  I do not do address this mistake to the staff who serve, but to the administration, to the owner of this restaurant gallery, to see where the gaps and mistakes are in the business, because if people come and spend their money at your restaurant, that means they bring you money too  in your business and if you want good recommendations on sites other than ""TripAdvisor"", it means that you have to work and go up to date with everything.  Yes, I can say, abroad it is not like that, the thing with the ""last"" customer is in force and it is correct, because the owner knows that the development of the business depends on the customers.
 Thank you, however, to the kitchen and the head chef for always being at the level and I want a responsiveness and explanation from the local administration.
P.S. I have attached the pictures of the darkness we stayed there."
"2023-08-06","en","MOBILE","Fabulous","1089531","2023-08","SOLO","5","I am only here on a short stay, and have generally found Chisinau absurdly expensive for some things (like wine tasting) and often restaurants. This is an exception. The food is exceptional and very well priced. The Physillis tea/juice (with cinnamon, orange and mint) is to die for. No hesitation in giving 5 stars."
"2023-07-20","en","MOBILE","Even kids adore this place for taste","1089531","2023-07","FAMILY","5","It’s the best place in Chişinău! 
Good service and wonderful dishes for reasonable prices. 
We ordered soup, kotlets with purée, meat with mamaljuga, fish, lemonades, cakes “platcinda” with cherry… everything was delicious."
"2023-07-18","en","OTHER","worth a try for a good meal","1089531","2023-07","SOLO","5","traditional cuisine and place, very good meals, I tried traditional sour soup, full of vegetables, cabbage ad veal meat, and tasty home made pelmens, good price "
"2024-08-28","ru","OTHER","Идеальная кухня! Очень вкусно!","9729405","2024-08","BUSINESS","5","Были здесь на банкете с партнерами. Обсуживание безупречное, кухня вкуснейшая! Заказывала утку - и это лучшая утка, которую я когда-либо пробовала. Нейжнейшее мясо, приготовленное до идеального состояния! Сладости - нечно невероятное, каждая из них - отдельный шедевр! Благодарность персоналу ресторана за приятную атмосферу, идеальный сервис, а шеф-повару низкий поклон за высочайшее мастерство!"
"2024-04-27","en","MOBILE","Very nice","9729405","2024-04","SOLO","4","Service, presentation and ambience was lovely. Only one thing I would have enjoyed better was to have more steak varieties.
"
"2023-10-10","en","MOBILE","Great:)","9729405","2023-10","COUPLES","5","It is a cozy restaurant with a helpful and friendly staff
The dishes are very good, tasty and lovely arranged in plates 
We had a Moldavian wine, very good in combination with food"
"2023-08-20","ru","OTHER","Прекрасная кухня, приветливый персонал.","9729405","2023-08","FAMILY","5","Отлично подходит для празднования знаменательных дат, или просто романтического ужина. Понравились и основные блюда и десерт."
"2023-07-13","en","MOBILE","Amazing food creations","9729405","2023-07","FAMILY","5","This is one of the best restaurants in Moldova, the combination of food items is reminiscent to a Michelin star restaurant. Everyone is very attentive and warm. We visit it every few weeks."
"2023-02-18","ru","MOBILE","Были на 14 февраля 2023 года❤️","9729405","2023-02","FAMILY","5","Ушли вкусно поужинав и с хорошими эмоциями . Заказывали мясо, рыбу и десерты, кухня супер . Официанты искреннии и приятные ребята . Спасибо ❤️"
"2022-09-04","ru","MOBILE","Всем рекомендую!!!","9729405","2022-09","COUPLES","5","Хороший ресторан, много раз бывал, отличное ме для гурманов, все очень  вкусно, сервис на высоте, лучший в городе Кишенев, хорошие кальяны, всем рекомендую!!!"
"2022-07-14","ru","MOBILE","Любимый ресторан","9729405","2022-06","COUPLES","5","Любимый ресторан в городе! Отличная атмосфера, приветливый персонал и вкусные блюда и коктейли (гарниры, салаты, мясо и рыба). Вообщем действительно нравится всё, главное чтоб ничего не меняли😊
P.S. Тартар с телятиной стал хуже🥲"
"2021-11-06","ru","MOBILE","Возможно сейчас иначе.","9729405","2020-12","COUPLES","4","Все было бы хорошо, если не одно малюсенькое но! 
Мы не забронировали столик и администратор задала глупый вопрос: вы успеете поесть за час? На что ей был адресован не менее глупый вопрос : «а вы приготовить?
В пустом зале нас посадили за самый маленький столик на проходняке. 
Еды была приготовлена относительно быстро, поели и ушли. Не очень гостеприимно и как то возвращаться не хочется, хотя, администратор, как и политика заведения могли измениться."
"2020-07-27","ru","MOBILE","Отравились салатом с прошутто и мёдом.","9729405","2019-09","FAMILY","1","Ходили поужинать с парнем и родителями. Атмосфера и сервис на высоте. Чего не сказать про блюда... Мы заказали с парнем салат с прошутто и медом, кролика и сок. Алкоголь не пили, родители пили коньяк, поэтому их пронесло от жёсткого поноса и ночи блевания, а нас вот не пронесло...спасибо за ужасную ночь! 
Испортилось впечатление обо всём!!"
"2020-02-27","ru","MOBILE","Хороший ресторан ,очень красивая","9729405","2020-02","NONE","4","Хороший ресторан ,очень красивая подача и качественная пища . Однозначно рекомендую , спасибо Вам за атмосферу ."
"2019-12-16","ru","MOBILE","Выходные в Кишинёве","9729405","2019-12","FRIENDS","5","Очень понравилось : отличный интерьер , стильно украшенный к Рождеству , грамотный персонал, изумительно вкусная еда , красивая подача . Всё сложилось"
"2019-12-11","tr","MOBILE","Kişinevde gurme tecrübe ","9729405","2019-12","NONE","5","Kişinevde gurme tatlar tecrübe edebileceğiniz, güzel bir mekan. Özel terbiyeli tavuk ve balık seçenekleri oldukça iyiydi"
"2019-11-25","en","MOBILE","Purcari experience","9729405","2019-11","FRIENDS","5","I had a dinner here with some friends. The style is modern and elegant. The quality of the food was ok. I had some salmon with green rice as a main course, drinking the wonderful purcari wine while eating. It deserves to be visited while in Chișinău..."
"2019-11-25","ru","MOBILE","Рекомендую ","9729405","2019-11","NONE","5","Отличный ресторан: местоположение, интерьер, стиль и вид.
Каждый раз еда великолепна: вкусная, свежая и красиво подано. 
Вернусь с большим удовольствием!"
"2019-11-07","en","MOBILE","My favorite place ","9729405","2019-11","FRIENDS","5","THE BEST ♥️
The best breakfast in town 
You must try papanasi and steak
The staff is very friendly 
Perfect place for breakfast, lunch and dinner🥰🥰🥰"
"2019-08-28","ru","MOBILE","Протухшее яйцо и мясо!!!!! УЖАССССС","9729405","2019-08","FRIENDS","1","Посетила ресторан ОШО  И перенесли они нам протухший яйцо и мясо!!! Ужас мы с друзья ми и не поняли что произошло, никому не посоветую !!!! Ужассс"
"2019-08-20","ru","MOBILE","Великолепное заведение","9729405","2019-08","FRIENDS","5","Люблю этот ресторан. Очень приятная атмосфера. Замечательные хозяева, которые вложили сердце в своё дело. Кухня великолепная. Всегда чисто, красиво и достойно. "
"2019-08-05","ru","MOBILE","Топ в Кишиневе","9729405","2019-08","FRIENDS","5","Лучший ресторан в городе. Очень вкусно, отменный сервис. 
Брали салаты, рыбу, медальоны))
Красиво. Нашему малому ребёнку принесли как комплимент смузи безумно вкусный, потому что плакал.
Вернёмся)"
"2019-07-29","pl","MOBILE","Wow","9729405","2019-07","COUPLES","5","Cudowne miejsce, obłędna kuchnia. Polecam surowego łososia z arbuzem i pomidorami, pastę kawiorową z ciemnym chlebem, krewetki, ośmiorniczki z pieczonymi ziemniakami i pstrąga w soli, cudowny deser i regionalne wino musujące. Taka kolacja koszt 150 euro na 2 odoby"
"2024-08-22","en","MOBILE","Amazing!","2261775","2024-08","COUPLES","5","I came here with my girlfriend and had an amazing experience!
Overall, I would compare it to Michelin Star Restaurant from western Europe. The location is chic, the service was spot on and the food was great!
The waiter described the dishes and wines that we were interested in, made sure to ask how everything was and also spoke 3 languages.
I have no words to describe the food... simply amazing! Smell, texture, taste and perfectly balanced.
I really recommend this place!"
"2024-08-17","en","MOBILE","Great place for dinner","2261775","2024-08","FAMILY","5","Found this restaurant thanks to TripAdvisor. As a result, the whole family is delighted with the dinner. The children really liked the chicken kebab and steak mignon. We also enjoyed burata with tomatoes and polenta. Very welcoming and friendly staff. Overall the service is at a high level. I definitely recommend it."
"2024-08-08","de","MOBILE","Schöne Location, mittelmäßiges Essen","2261775","2024-08","FRIENDS","3","Schön zu sitzen.  Wir mussten sehr lange auf unser Essen warten.  Mein Fleisch war leider totgebraten.  Preislich über dem Durchschnitt."
"2024-08-07","de","MOBILE","Ausbaufähig","2261775","2024-08","FRIENDS","2","Die Mitarbeiter sind sehr hilfsbereit. Das Essen hat sehr lange gedauert, das Schweinefleisch war zu zäh, die Pommes zu hell."
"2024-06-12","en","OTHER","Good food, bad hygiene","2261775","2024-06","SOLO","2","Food is good, restaurant is stylish and looking fine. However, toilet is so dirty. Even after commenting on it for 3 times, they did not clean it. Despite the fact that i am a customer that spend 2 weeks eating there everyday.

It absolutely does not life up to the rest of the restaurant, making the overall experience disappointing."
"2024-05-28","it","OTHER","Neanche in una bettola italiana si comportano cosi","2261775","2024-05","FAMILY","1","Siamo stati a cena stasera dopo aver visto le recensioni,portano il menù in inglese italiano quindi il cameriere prende le ordinazioni,da notare che ci sono tre primi, ravioli con funghi porcini tagliatelle al tartufo e penne ai gamberetti, ordiniamo un raviolo e una tagliatelle e ci arriva una tagliatelle ai gamberetti,il raviolo non arriva più,mio figlio chiede spiegazioni e non risolvono il problema infatti arrivano i secondi.Mi alzo e vado a pagare e non si scusano neanche.Posto assolutamente da evitare,prezzi che in Moldavia sono alti con personale non all'altezza del ristorante.Da notare che mio figlio lavora come chef nei migliori 5 stelle s di Milano.L'unica nota positiva è il vino veramente ottimo ."
"2024-04-16","ru","OTHER","Очень хорошее место для отдыха но есть одно но...","2261775","2024-03","FAMILY","1","В плане времяпровождения, еды в ресторане и осблуживания вопросов нет. Но, оказывается, парковка магазина и ресторана Пегас, очень опасное место... Так как охрана территории тоже является сотрудниками данной компании, вот именно к ним отнесётся мой негативный отзыв. В кратце, даже не знал что данные сотрудники, обладают полномочием следить за вами пока вы входите/выходите в ресторан или магазин (естественно без вашего ведома). Так же, в грубой форме общаются с вами если после отдыха в ресторане да и просто после посещения магазина вы оставили автомобиль на парковке (указывая что вы не имеете права оставлять машину на их территории потому что у них видите ли стоит ""знак"" которого не существует в Правилах дорожного движения ""Pentru clienţii magazinului""). Но, самое интересное это то, что после очередного посещения магазина, на моём автомобиле ""спустили"" колесо. (После проверки в шиномонтаже, был выдан вердикт что колесо просто спущено довольно сильно, но после прокачки уже вторую неделю всё с ним в порядке) Совпадение?Не думаю. Так что, уважаемые посетители, будьте бдительными особенно с охранной территории которая как по мне ""немного перегибает палку с исполнением своих обязанностей"". Если отзыв дойдёт и до администрации, прошу взять во внимание сотрудника охраны который работал 22.04.2024 г. Которого я встретил и спросил почему так произошло с машиной, стал угрожать и грубо общаться."
"2024-03-25","de","MOBILE","Gutes Essen hektischer Service","2261775","2024-03","FRIENDS","4","Es war schön und sehr professionell aber leider auch etwas unpersönlich. Etwas mehr Gemütlichkeit und Entspanntheit würde gut tun. Essen aber super!!"
"2024-01-09","en","OTHER","Impressive!","2261775","2024-01","FAMILY","5","First time here, and WOW. The service is great, the food is tasty, and the overall atmosphere is pleasing! Their menu has a lot of different options ranging from starters to fish. They also have a great wine selection! Would definitely eat here again!"
"2023-12-01","it","OTHER","Se sei a Chisinau devi andarci","2261775","2023-11","FAMILY","4","E' un ristorante molto raffinato, ben arredato e accogliente, tavoli su due piani e quello in alto offre lo sguardo al di fuori e alla sala in basso, ottimo il servizio e ben organizzato, finalmente si mangia con tavolo completo di tovaglia in tessuto (la maggior parte dei ristoranti a Chisinau non usa) l'unica pecca tovaglioli in carta, ma è un uso quasi comune a tutti. Le pietanze sono molto buone e con vasta scelta, prezzo modico per chi viene dall'Europa. Sicuramente da ritornarci."
"2023-11-02","it","MOBILE","Scortesia e nessun’igiene","2261775","2023-11","FAMILY","1","Premetto di essere già stata cliente svariate volte di questo posto. Mi è addirittura capitato da Roma di prenotare una cena per 10 il 24 dicembre e non parlando la lingua, sono stata aiutata al telefono. Mi ricordo che ogni volta poi, quando capivano che ero italiana, mi facevano raggiungere subito dal cameriere che parlava la mia lingua. 
L’altra sera ritorno finalmente dopo tanto tempo. Non vedevo l’ora di portare i miei famigliari ai quali avevo parlato tanto della meraviglia di questo locale. 
Mi faccio prenotare un tavolo da un’amica. 
Entriamo e dopo un po’ di tempo ad attendere un cameriere, se ne avvicina uno, con un fare molto scortese. Tra un po’ di rumeno e inglese provo a dirgli che ho un tavolo prenotato. Lui molto contrariato mi fa gesto con la testa di mettermi dove voglio, senza neanche guardarmi in faccia e dire una parlola, va via. Noi restiamo veramente scioccati. Non sto andando a cena da Andy’s pizza. Mi aspetto un altro trattamento in un locale di questo tipo. Lo raggiungo per chiedergli se possiamo andare al piano superiore e lui ancora più scocciato, si gira e mi urla “io non parlo l’italiano mettiti dove ti pare”. 
Se non avessi avuto ospiti sarei andata via. 
Ci sediamo un po’ scioccati, e finalmente arriva un cameriere che parla italiano. 
Ordiniamo i piatti. 
Mentre ceniamo vedo una scena che mai avrei immaginato. Due camerieri nel preparare un infuso con della cătina credo, lo assaggiano e lo sputano nel lavandino del bancone bar. 
Le mie conclusioni sono di profonda delusione. Posto decisamente peggiorato dove purtroppo non potrò più tornare."
"2023-08-01","en","OTHER","Low quality","2261775","2023-07","BUSINESS","2","very overrated to reality, perhaps because in the past it was managed much better. The waiters keep changing. We happened to have to wait 40 minutes for inedible meat which then they didn't refund us because we tasted it before send it back. According to them we had to send it back without tasting it and wait another 40 minutes for a new dish. The wines are very expensive compared to other restaurants"
"2023-05-02","en","MOBILE","Dinner in Chisinau!","2261775","2023-05","FAMILY","5","A very nice restaurant ( a little bit noisiest and big) 
But, the food was very good and tasty, the staff was very attentive.
The menu is really nice and everyone could have to eat"
"2023-03-20","en","MOBILE","We ate 2 meals and we loved all of them, the place was comfortable and also aesthetic, it gives you a good vibe.","2261775","2023-01","FAMILY","5","The food is delicious and the prices correspond to the services. The local is spacious and beautiful. Good music and the waiters are very kind."
"2023-02-04","it","MOBILE","Il top a Chisinau ","2261775","2023-02","FRIENDS","5","Veramente super
Ottimo.servizio
Cucina stupenda
Vini eccezionali
Pulizia al.tip
Un ristorante da consigliare vivamente. Ci vado ogni volta che sono a Chisinau e non mi ha mai deluso."
